date,area,median_salary,life_satisfaction,population_size,number_of_jobs,area_size,no_of_houses
2017-08-31,kingston upon thames,31115.0,7.63,175108.33333333334,99666.66666666667,3726.0,66833.0
2017-09-30,kingston upon thames,31163.25,7.6225,174983.5,99750.0,3726.0,66855.75
2017-10-31,kingston upon thames,31211.5,7.615,174858.66666666666,99833.33333333333,3726.0,66878.5
2017-11-30,kingston upon thames,31259.75,7.6075,174733.83333333334,99916.66666666667,3726.0,66901.25
2017-12-31,kingston upon thames,31308.0,7.6,174609.0,100000.0,3726.0,66924.0
2018-01-31,kingston upon thames,31342.583333333332,7.614999999999999,174680.75,99666.66666666667,3726.0,66942.08333333333
2018-02-28,kingston upon thames,31377.166666666668,7.63,174752.5,99333.33333333333,3726.0,66960.16666666667
2018-03-31,kingston upon thames,31411.75,7.645,174824.25,99000.0,3726.0,66978.25
2018-04-30,kingston upon thames,31446.333333333332,7.66,174896.0,98666.66666666667,3726.0,66996.33333333333
2018-05-31,kingston upon thames,31480.916666666668,7.675,174967.75,98333.33333333333,3726.0,67014.41666666667
2018-06-30,kingston upon thames,31515.5,7.6899999999999995,175039.5,98000.0,3726.0,67032.5
2018-07-31,kingston upon thames,31550.083333333332,7.705,175111.25,97666.66666666667,3726.0,67050.58333333333
2018-08-31,kingston upon thames,31584.666666666668,7.72,175183.0,97333.33333333333,3726.0,67068.66666666667
2018-09-30,kingston upon thames,31619.25,7.735,175254.75,97000.0,3726.0,67086.75
2018-10-31,kingston upon thames,31653.833333333332,7.75,175326.5,96666.66666666667,3726.0,67104.83333333333
2018-11-30,kingston upon thames,31688.416666666668,7.765000000000001,175398.25,96333.33333333333,3726.0,67122.91666666667
2018-12-31,kingston upon thames,31723.0,7.78,175470.0,96000.0,3726.0,67141.0
2019-01-31,kingston upon thames,31757.583333333332,7.78,175470.0,96000.0,3726.0,67141.0
2019-02-28,kingston upon thames,31792.166666666668,7.78,175470.0,96000.0,3726.0,67141.0
2019-03-31,kingston upon thames,31826.75,7.78,175470.0,96000.0,3726.0,67141.0
2019-04-30,kingston upon thames,31861.333333333332,7.78,175470.0,96000.0,3726.0,67141.0
2019-05-31,kingston upon thames,31895.916666666668,7.78,175470.0,96000.0,3726.0,67141.0
2019-06-30,kingston upon thames,31930.5,7.78,175470.0,96000.0,3726.0,67141.0
2019-07-31,kingston upon thames,31965.083333333332,7.78,175470.0,96000.0,3726.0,67141.0
2019-08-31,kingston upon thames,31999.666666666668,7.78,175470.0,96000.0,3726.0,67141.0
2019-09-30,kingston upon thames,32034.25,7.78,175470.0,96000.0,3726.0,67141.0
2019-10-31,kingston upon thames,32068.833333333332,7.78,175470.0,96000.0,3726.0,67141.0
2019-11-30,kingston upon thames,32103.416666666668,7.78,175470.0,96000.0,3726.0,67141.0
2019-12-31,kingston upon thames,32138.0,7.78,175470.0,96000.0,3726.0,67141.0
1999-12-31,lambeth,23151.0,,266817.0,,,
2000-01-31,lambeth,23243.75,,267084.5833333333,,,
2000-02-29,lambeth,23336.5,,267352.1666666667,,,
2000-03-31,lambeth,23429.25,,267619.75,,,
2000-04-30,lambeth,23522.0,,267887.3333333333,,,
2000-05-31,lambeth,23614.75,,268154.9166666667,,,
2000-06-30,lambeth,23707.5,,268422.5,,,
2000-07-31,lambeth,23800.25,,268690.0833333333,,,
2000-08-31,lambeth,23893.0,,268957.6666666667,,,
2000-09-30,lambeth,23985.75,,269225.25,,,
2000-10-31,lambeth,24078.5,,269492.8333333333,,,
2000-11-30,lambeth,24171.25,,269760.4166666667,,,
2000-12-31,lambeth,24264.0,,270028.0,140000.0,,
2001-01-31,lambeth,24243.583333333332,,270306.6666666667,139166.66666666666,,
2001-02-28,lambeth,24223.166666666668,,270585.3333333333,138333.33333333334,,
2001-03-31,lambeth,24202.75,,270864.0,137500.0,,
2001-04-30,lambeth,24182.333333333332,,271142.6666666667,136666.66666666666,,
2001-05-31,lambeth,24161.916666666668,,271421.3333333333,135833.33333333334,,
2001-06-30,lambeth,24141.5,,271700.0,135000.0,,
2001-07-31,lambeth,24121.083333333332,,271978.6666666667,134166.66666666666,,
2001-08-31,lambeth,24100.666666666668,,272257.3333333333,133333.33333333334,,
2001-09-30,lambeth,24080.25,,272536.0,132500.0,,
2001-10-31,lambeth,24059.833333333332,,272814.6666666667,131666.66666666666,,
2001-11-30,lambeth,24039.416666666668,,273093.3333333333,130833.33333333333,,
2001-12-31,lambeth,24019.0,,273372.0,130000.0,2725.0,120390.0
2002-01-31,lambeth,24096.75,,273344.4166666667,130583.33333333333,2725.0,120478.75
2002-02-28,lambeth,24174.5,,273316.8333333333,131166.66666666666,2725.0,120567.5
2002-03-31,lambeth,24252.25,,273289.25,131750.0,2725.0,120656.25
2002-04-30,lambeth,24330.0,,273261.6666666667,132333.33333333334,2725.0,120745.0
2002-05-31,lambeth,24407.75,,273234.0833333333,132916.66666666666,2725.0,120833.75
2002-06-30,lambeth,24485.5,,273206.5,133500.0,2725.0,120922.5
2002-07-31,lambeth,24563.25,,273178.9166666667,134083.33333333334,2725.0,121011.25
2002-08-31,lambeth,24641.0,,273151.3333333333,134666.66666666666,2725.0,121100.0
2002-09-30,lambeth,24718.75,,273123.75,135250.0,2725.0,121188.75
2002-10-31,lambeth,24796.5,,273096.1666666667,135833.33333333334,2725.0,121277.5
2002-11-30,lambeth,24874.25,,273068.5833333333,136416.66666666666,2725.0,121366.25
2002-12-31,lambeth,24952.0,,273041.0,137000.0,2725.0,121455.0
2003-01-31,lambeth,25042.166666666668,,272970.5,137250.0,2725.0,121501.5
2003-02-28,lambeth,25132.333333333332,,272900.0,137500.0,2725.0,121548.0
2003-03-31,lambeth,25222.5,,272829.5,137750.0,2725.0,121594.5
2003-04-30,lambeth,25312.666666666668,,272759.0,138000.0,2725.0,121641.0
2003-05-31,lambeth,25402.833333333332,,272688.5,138250.0,2725.0,121687.5
2003-06-30,lambeth,25493.0,,272618.0,138500.0,2725.0,121734.0
2003-07-31,lambeth,25583.166666666668,,272547.5,138750.0,2725.0,121780.5
2003-08-31,lambeth,25673.333333333332,,272477.0,139000.0,2725.0,121827.0
2003-09-30,lambeth,25763.5,,272406.5,139250.0,2725.0,121873.5
2003-10-31,lambeth,25853.666666666668,,272336.0,139500.0,2725.0,121920.0
2003-11-30,lambeth,25943.833333333332,,272265.5,139750.0,2725.0,121966.5
2003-12-31,lambeth,26034.0,,272195.0,140000.0,2725.0,122013.0
2004-01-31,lambeth,26130.0,,272367.25,140166.66666666666,2725.0,122080.16666666667
2004-02-29,lambeth,26226.0,,272539.5,140333.33333333334,2725.0,122147.33333333333
2004-03-31,lambeth,26322.0,,272711.75,140500.0,2725.0,122214.5
2004-04-30,lambeth,26418.0,,272884.0,140666.66666666666,2725.0,122281.66666666667
2004-05-31,lambeth,26514.0,,273056.25,140833.33333333334,2725.0,122348.83333333333
2004-06-30,lambeth,26610.0,,273228.5,141000.0,2725.0,122416.0
2004-07-31,lambeth,26706.0,,273400.75,141166.66666666666,2725.0,122483.16666666667
2004-08-31,lambeth,26802.0,,273573.0,141333.33333333334,2725.0,122550.33333333333
2004-09-30,lambeth,26898.0,,273745.25,141500.0,2725.0,122617.5
2004-10-31,lambeth,26994.0,,273917.5,141666.66666666666,2725.0,122684.66666666667
2004-11-30,lambeth,27090.0,,274089.75,141833.33333333334,2725.0,122751.83333333333
2004-12-31,lambeth,27186.0,,274262.0,142000.0,2725.0,122819.0
2005-01-31,lambeth,27282.75,,274541.8333333333,141916.66666666666,2725.0,122904.0
2005-02-28,lambeth,27379.5,,274821.6666666667,141833.33333333334,2725.0,122989.0
2005-03-31,lambeth,27476.25,,275101.5,141750.0,2725.0,123074.0
2005-04-30,lambeth,27573.0,,275381.3333333333,141666.66666666666,2725.0,123159.0
2005-05-31,lambeth,27669.75,,275661.1666666667,141583.33333333334,2725.0,123244.0
2005-06-30,lambeth,27766.5,,275941.0,141500.0,2725.0,123329.0
2005-07-31,lambeth,27863.25,,276220.8333333333,141416.66666666666,2725.0,123414.0
2005-08-31,lambeth,27960.0,,276500.6666666667,141333.33333333334,2725.0,123499.0
2005-09-30,lambeth,28056.75,,276780.5,141250.0,2725.0,123584.0
2005-10-31,lambeth,28153.5,,277060.3333333333,141166.66666666666,2725.0,123669.0
2005-11-30,lambeth,28250.25,,277340.1666666667,141083.33333333334,2725.0,123754.0
2005-12-31,lambeth,28347.0,,277620.0,141000.0,2725.0,123839.0
2006-01-31,lambeth,28478.916666666668,,277862.0,140666.66666666666,2725.0,123953.0
2006-02-28,lambeth,28610.833333333332,,278104.0,140333.33333333334,2725.0,124067.0
2006-03-31,lambeth,28742.75,,278346.0,140000.0,2725.0,124181.0
2006-04-30,lambeth,28874.666666666668,,278588.0,139666.66666666666,2725.0,124295.0
2006-05-31,lambeth,29006.583333333332,,278830.0,139333.33333333334,2725.0,124409.0
2006-06-30,lambeth,29138.5,,279072.0,139000.0,2725.0,124523.0
2006-07-31,lambeth,29270.416666666668,,279314.0,138666.66666666666,2725.0,124637.0
2006-08-31,lambeth,29402.333333333332,,279556.0,138333.33333333334,2725.0,124751.0
2006-09-30,lambeth,29534.25,,279798.0,138000.0,2725.0,124865.0
2006-10-31,lambeth,29666.166666666668,,280040.0,137666.66666666666,2725.0,124979.0
2006-11-30,lambeth,29798.083333333332,,280282.0,137333.33333333334,2725.0,125093.0
2006-12-31,lambeth,29930.0,,280524.0,137000.0,2725.0,125207.0
2007-01-31,lambeth,29988.583333333332,,280894.0,137083.33333333334,2725.0,125319.33333333333
2007-02-28,lambeth,30047.166666666668,,281264.0,137166.66666666666,2725.0,125431.66666666667
2007-03-31,lambeth,30105.75,,281634.0,137250.0,2725.0,125544.0
2007-04-30,lambeth,30164.333333333332,,282004.0,137333.33333333334,2725.0,125656.33333333333
2007-05-31,lambeth,30222.916666666668,,282374.0,137416.66666666666,2725.0,125768.66666666667
2007-06-30,lambeth,30281.5,,282744.0,137500.0,2725.0,125881.0
2007-07-31,lambeth,30340.083333333332,,283114.0,137583.33333333334,2725.0,125993.33333333333
2007-08-31,lambeth,30398.666666666668,,283484.0,137666.66666666666,2725.0,126105.66666666667
2007-09-30,lambeth,30457.25,,283854.0,137750.0,2725.0,126218.0
2007-10-31,lambeth,30515.833333333332,,284224.0,137833.33333333334,2725.0,126330.33333333333
2007-11-30,lambeth,30574.416666666668,,284594.0,137916.66666666666,2725.0,126442.66666666667
2007-12-31,lambeth,30633.0,,284964.0,138000.0,2725.0,126555.0
2008-01-31,lambeth,30627.416666666668,,285310.8333333333,138166.66666666666,2725.0,126673.58333333333
2008-02-29,lambeth,30621.833333333332,,285657.6666666667,138333.33333333334,2725.0,126792.16666666667
2008-03-31,lambeth,30616.25,,286004.5,138500.0,2725.0,126910.75
2008-04-30,lambeth,30610.666666666668,,286351.3333333333,138666.66666666666,2725.0,127029.33333333333
2008-05-31,lambeth,30605.083333333332,,286698.1666666667,138833.33333333334,2725.0,127147.91666666667
2008-06-30,lambeth,30599.5,,287045.0,139000.0,2725.0,127266.5
2008-07-31,lambeth,30593.916666666668,,287391.8333333333,139166.66666666666,2725.0,127385.08333333333
2008-08-31,lambeth,30588.333333333332,,287738.6666666667,139333.33333333334,2725.0,127503.66666666667
2008-09-30,lambeth,30582.75,,288085.5,139500.0,2725.0,127622.25
2008-10-31,lambeth,30577.166666666668,,288432.3333333333,139666.66666666666,2725.0,127740.83333333333
2008-11-30,lambeth,30571.583333333332,,288779.1666666667,139833.33333333334,2725.0,127859.41666666667
2008-12-31,lambeth,30566.0,,289126.0,140000.0,2725.0,127978.0
2009-01-31,lambeth,30803.416666666668,,289536.3333333333,140750.0,2725.0,128087.25
2009-02-28,lambeth,31040.833333333332,,289946.6666666667,141500.0,2725.0,128196.5
2009-03-31,lambeth,31278.25,,290357.0,142250.0,2725.0,128305.75
2009-04-30,lambeth,31515.666666666668,,290767.3333333333,143000.0,2725.0,128415.0
2009-05-31,lambeth,31753.083333333332,,291177.6666666667,143750.0,2725.0,128524.25
2009-06-30,lambeth,31990.5,,291588.0,144500.0,2725.0,128633.5
2009-07-31,lambeth,32227.916666666668,,291998.3333333333,145250.0,2725.0,128742.75
2009-08-31,lambeth,32465.333333333332,,292408.6666666667,146000.0,2725.0,128852.0
2009-09-30,lambeth,32702.75,,292819.0,146750.0,2725.0,128961.25
2009-10-31,lambeth,32940.166666666664,,293229.3333333333,147500.0,2725.0,129070.5
2009-11-30,lambeth,33177.583333333336,,293639.6666666667,148250.0,2725.0,129179.75
2009-12-31,lambeth,33415.0,,294050.0,149000.0,2725.0,129289.0
2010-01-31,lambeth,33448.833333333336,,294350.0,149166.66666666666,2725.0,129402.83333333333
2010-02-28,lambeth,33482.666666666664,,294650.0,149333.33333333334,2725.0,129516.66666666667
2010-03-31,lambeth,33516.5,,294950.0,149500.0,2725.0,129630.5
2010-04-30,lambeth,33550.333333333336,,295250.0,149666.66666666666,2725.0,129744.33333333333
2010-05-31,lambeth,33584.166666666664,,295550.0,149833.33333333334,2725.0,129858.16666666667
2010-06-30,lambeth,33618.0,,295850.0,150000.0,2725.0,129972.0
2010-07-31,lambeth,33651.833333333336,,296150.0,150166.66666666666,2725.0,130085.83333333333
2010-08-31,lambeth,33685.666666666664,,296450.0,150333.33333333334,2725.0,130199.66666666667
2010-09-30,lambeth,33719.5,,296750.0,150500.0,2725.0,130313.5
2010-10-31,lambeth,33753.333333333336,,297050.0,150666.66666666666,2725.0,130427.33333333333
2010-11-30,lambeth,33787.166666666664,,297350.0,150833.33333333334,2725.0,130541.16666666667
2010-12-31,lambeth,33821.0,,297650.0,151000.0,2725.0,130655.0
2011-01-31,lambeth,33905.583333333336,,298219.25,150916.66666666666,2725.0,130784.83333333333
2011-02-28,lambeth,33990.166666666664,,298788.5,150833.33333333334,2725.0,130914.66666666667
2011-03-31,lambeth,34074.75,,299357.75,150750.0,2725.0,131044.5
2011-04-30,lambeth,34159.333333333336,,299927.0,150666.66666666666,2725.0,131174.33333333334
2011-05-31,lambeth,34243.916666666664,,300496.25,150583.33333333334,2725.0,131304.16666666666
2011-06-30,lambeth,34328.5,,301065.5,150500.0,2725.0,131434.0
2011-07-31,lambeth,34413.083333333336,,301634.75,150416.66666666666,2725.0,131563.83333333334
2011-08-31,lambeth,34497.666666666664,,302204.0,150333.33333333334,2725.0,131693.66666666666
2011-09-30,lambeth,34582.25,,302773.25,150250.0,2725.0,131823.5
2011-10-31,lambeth,34666.833333333336,,303342.5,150166.66666666666,2725.0,131953.33333333334
2011-11-30,lambeth,34751.416666666664,,303911.75,150083.33333333334,2725.0,132083.16666666666
2011-12-31,lambeth,34836.0,7.13,304481.0,150000.0,2725.0,132213.0
2012-01-31,lambeth,34873.0,7.1258333333333335,304957.5833333333,150166.66666666666,2725.0,132283.83333333334
2012-02-29,lambeth,34910.0,7.121666666666666,305434.1666666667,150333.33333333334,2725.0,132354.66666666666
2012-03-31,lambeth,34947.0,7.1175,305910.75,150500.0,2725.0,132425.5
2012-04-30,lambeth,34984.0,7.113333333333333,306387.3333333333,150666.66666666666,2725.0,132496.33333333334
2012-05-31,lambeth,35021.0,7.109166666666667,306863.9166666667,150833.33333333334,2725.0,132567.16666666666
2012-06-30,lambeth,35058.0,7.105,307340.5,151000.0,2725.0,132638.0
2012-07-31,lambeth,35095.0,7.100833333333333,307817.0833333333,151166.66666666666,2725.0,132708.83333333334
2012-08-31,lambeth,35132.0,7.096666666666667,308293.6666666667,151333.33333333334,2725.0,132779.66666666666
2012-09-30,lambeth,35169.0,7.0925,308770.25,151500.0,2725.0,132850.5
2012-10-31,lambeth,35206.0,7.088333333333333,309246.8333333333,151666.66666666666,2725.0,132921.33333333334
2012-11-30,lambeth,35243.0,7.0841666666666665,309723.4166666667,151833.33333333334,2725.0,132992.16666666666
2012-12-31,lambeth,35280.0,7.08,310200.0,152000.0,2725.0,133063.0
2013-01-31,lambeth,35289.75,7.074166666666667,310536.8333333333,153333.33333333334,2725.0,133107.58333333334
2013-02-28,lambeth,35299.5,7.068333333333333,310873.6666666667,154666.66666666666,2725.0,133152.16666666666
2013-03-31,lambeth,35309.25,7.0625,311210.5,156000.0,2725.0,133196.75
2013-04-30,lambeth,35319.0,7.056666666666667,311547.3333333333,157333.33333333334,2725.0,133241.33333333334
2013-05-31,lambeth,35328.75,7.050833333333333,311884.1666666667,158666.66666666666,2725.0,133285.91666666666
2013-06-30,lambeth,35338.5,7.045,312221.0,160000.0,2725.0,133330.5
2013-07-31,lambeth,35348.25,7.039166666666667,312557.8333333333,161333.33333333334,2725.0,133375.08333333334
2013-08-31,lambeth,35358.0,7.033333333333333,312894.6666666667,162666.66666666666,2725.0,133419.66666666666
2013-09-30,lambeth,35367.75,7.0275,313231.5,164000.0,2725.0,133464.25
2013-10-31,lambeth,35377.5,7.0216666666666665,313568.3333333333,165333.33333333334,2725.0,133508.83333333334
2013-11-30,lambeth,35387.25,7.015833333333333,313905.1666666667,166666.66666666666,2725.0,133553.41666666666
2013-12-31,lambeth,35397.0,7.01,314242.0,168000.0,2725.0,133598.0
2014-01-31,lambeth,35321.5,7.043333333333333,314573.1666666667,169000.0,2725.0,133702.5
2014-02-28,lambeth,35246.0,7.076666666666666,314904.3333333333,170000.0,2725.0,133807.0
2014-03-31,lambeth,35170.5,7.109999999999999,315235.5,171000.0,2725.0,133911.5
2014-04-30,lambeth,35095.0,7.1433333333333335,315566.6666666667,172000.0,2725.0,134016.0
2014-05-31,lambeth,35019.5,7.176666666666667,315897.8333333333,173000.0,2725.0,134120.5
2014-06-30,lambeth,34944.0,7.21,316229.0,174000.0,2725.0,134225.0
2014-07-31,lambeth,34868.5,7.243333333333333,316560.1666666667,175000.0,2725.0,134329.5
2014-08-31,lambeth,34793.0,7.276666666666666,316891.3333333333,176000.0,2725.0,134434.0
2014-09-30,lambeth,34717.5,7.3100000000000005,317222.5,177000.0,2725.0,134538.5
2014-10-31,lambeth,34642.0,7.343333333333334,317553.6666666667,178000.0,2725.0,134643.0
2014-11-30,lambeth,34566.5,7.376666666666667,317884.8333333333,179000.0,2725.0,134747.5
2014-12-31,lambeth,34491.0,7.41,318216.0,180000.0,2725.0,134852.0
2015-01-31,lambeth,34521.083333333336,7.41,318733.9166666667,180416.66666666666,2725.0,134969.58333333334
2015-02-28,lambeth,34551.166666666664,7.41,319251.8333333333,180833.33333333334,2725.0,135087.16666666666
2015-03-31,lambeth,34581.25,7.41,319769.75,181250.0,2725.0,135204.75
2015-04-30,lambeth,34611.333333333336,7.41,320287.6666666667,181666.66666666666,2725.0,135322.33333333334
2015-05-31,lambeth,34641.416666666664,7.41,320805.5833333333,182083.33333333334,2725.0,135439.91666666666
2015-06-30,lambeth,34671.5,7.41,321323.5,182500.0,2725.0,135557.5
2015-07-31,lambeth,34701.583333333336,7.41,321841.4166666667,182916.66666666666,2725.0,135675.08333333334
2015-08-31,lambeth,34731.666666666664,7.41,322359.3333333333,183333.33333333334,2725.0,135792.66666666666
2015-09-30,lambeth,34761.75,7.41,322877.25,183750.0,2725.0,135910.25
2015-10-31,lambeth,34791.833333333336,7.41,323395.1666666667,184166.66666666666,2725.0,136027.83333333334
2015-11-30,lambeth,34821.916666666664,7.41,323913.0833333333,184583.33333333334,2725.0,136145.41666666666
2015-12-31,lambeth,34852.0,7.41,324431.0,185000.0,2725.0,136263.0
2016-01-31,lambeth,34836.833333333336,7.405,324720.9166666667,184166.66666666666,2725.0,136375.25
2016-02-29,lambeth,34821.666666666664,7.4,325010.8333333333,183333.33333333334,2725.0,136487.5
2016-03-31,lambeth,34806.5,7.395,325300.75,182500.0,2725.0,136599.75
2016-04-30,lambeth,34791.333333333336,7.39,325590.6666666667,181666.66666666666,2725.0,136712.0
2016-05-31,lambeth,34776.166666666664,7.385,325880.5833333333,180833.33333333334,2725.0,136824.25
2016-06-30,lambeth,34761.0,7.38,326170.5,180000.0,2725.0,136936.5
2016-07-31,lambeth,34745.833333333336,7.375,326460.4166666667,179166.66666666666,2725.0,137048.75
2016-08-31,lambeth,34730.666666666664,7.37,326750.3333333333,178333.33333333334,2725.0,137161.0
2016-09-30,lambeth,34715.5,7.365,327040.25,177500.0,2725.0,137273.25
2016-10-31,lambeth,34700.333333333336,7.359999999999999,327330.1666666667,176666.66666666666,2725.0,137385.5
2016-11-30,lambeth,34685.166666666664,7.3549999999999995,327620.0833333333,175833.33333333334,2725.0,137497.75
2016-12-31,lambeth,34670.0,7.35,327910.0,175000.0,2725.0,137610.0
2017-01-31,lambeth,34700.5,7.355833333333333,327588.1666666667,176083.33333333334,2725.0,137704.58333333334
2017-02-28,lambeth,34731.0,7.361666666666666,327266.3333333333,177166.66666666666,2725.0,137799.16666666666
2017-03-31,lambeth,34761.5,7.3675,326944.5,178250.0,2725.0,137893.75
2017-04-30,lambeth,34792.0,7.373333333333333,326622.6666666667,179333.33333333334,2725.0,137988.33333333334
2017-05-31,lambeth,34822.5,7.379166666666666,326300.8333333333,180416.66666666666,2725.0,138082.91666666666
2017-06-30,lambeth,34853.0,7.385,325979.0,181500.0,2725.0,138177.5
2017-07-31,lambeth,34883.5,7.390833333333333,325657.1666666667,182583.33333333334,2725.0,138272.08333333334
2017-08-31,lambeth,34914.0,7.3966666666666665,325335.3333333333,183666.66666666666,2725.0,138366.66666666666
2017-09-30,lambeth,34944.5,7.4025,325013.5,184750.0,2725.0,138461.25
2017-10-31,lambeth,34975.0,7.408333333333333,324691.6666666667,185833.33333333334,2725.0,138555.83333333334
2017-11-30,lambeth,35005.5,7.414166666666667,324369.8333333333,186916.66666666666,2725.0,138650.41666666666
2017-12-31,lambeth,35036.0,7.42,324048.0,188000.0,2725.0,138745.0
2018-01-31,lambeth,35133.0,7.403333333333333,324203.75,187333.33333333334,2725.0,138873.58333333334
2018-02-28,lambeth,35230.0,7.386666666666667,324359.5,186666.66666666666,2725.0,139002.16666666666
2018-03-31,lambeth,35327.0,7.37,324515.25,186000.0,2725.0,139130.75
2018-04-30,lambeth,35424.0,7.3533333333333335,324671.0,185333.33333333334,2725.0,139259.33333333334
2018-05-31,lambeth,35521.0,7.336666666666667,324826.75,184666.66666666666,2725.0,139387.91666666666
2018-06-30,lambeth,35618.0,7.32,324982.5,184000.0,2725.0,139516.5
2018-07-31,lambeth,35715.0,7.303333333333333,325138.25,183333.33333333334,2725.0,139645.08333333334
2018-08-31,lambeth,35812.0,7.286666666666666,325294.0,182666.66666666666,2725.0,139773.66666666666
2018-09-30,lambeth,35909.0,7.27,325449.75,182000.0,2725.0,139902.25
2018-10-31,lambeth,36006.0,7.253333333333333,325605.5,181333.33333333334,2725.0,140030.83333333334
2018-11-30,lambeth,36103.0,7.236666666666666,325761.25,180666.66666666666,2725.0,140159.41666666666
2018-12-31,lambeth,36200.0,7.22,325917.0,180000.0,2725.0,140288.0
2019-01-31,lambeth,36252.083333333336,7.22,325917.0,180000.0,2725.0,140288.0
2019-02-28,lambeth,36304.166666666664,7.22,325917.0,180000.0,2725.0,140288.0
2019-03-31,lambeth,36356.25,7.22,325917.0,180000.0,2725.0,140288.0
2019-04-30,lambeth,36408.333333333336,7.22,325917.0,180000.0,2725.0,140288.0
2019-05-31,lambeth,36460.416666666664,7.22,325917.0,180000.0,2725.0,140288.0
2019-06-30,lambeth,36512.5,7.22,325917.0,180000.0,2725.0,140288.0
2019-07-31,lambeth,36564.583333333336,7.22,325917.0,180000.0,2725.0,140288.0
2019-08-31,lambeth,36616.666666666664,7.22,325917.0,180000.0,2725.0,140288.0
2019-09-30,lambeth,36668.75,7.22,325917.0,180000.0,2725.0,140288.0
2019-10-31,lambeth,36720.833333333336,7.22,325917.0,180000.0,2725.0,140288.0
2019-11-30,lambeth,36772.916666666664,7.22,325917.0,180000.0,2725.0,140288.0
2019-12-31,lambeth,36825.0,7.22,325917.0,180000.0,2725.0,140288.0
1999-12-31,lewisham,20580.0,,250310.0,,,
2000-01-31,lewisham,20728.083333333332,,250459.66666666666,,,
2000-02-29,lewisham,20876.166666666668,,250609.33333333334,,,
2000-03-31,lewisham,21024.25,,250759.0,,,
2000-04-30,lewisham,21172.333333333332,,250908.66666666666,,,
2000-05-31,lewisham,21320.416666666668,,251058.33333333334,,,
2000-06-30,lewisham,21468.5,,251208.0,,,
2000-07-31,lewisham,21616.583333333332,,251357.66666666666,,,
2000-08-31,lewisham,21764.666666666668,,251507.33333333334,,,
2000-09-30,lewisham,21912.75,,251657.0,,,
2000-10-31,lewisham,22060.833333333332,,251806.66666666666,,,
2000-11-30,lewisham,22208.916666666668,,251956.33333333334,,,
2000-12-31,lewisham,22357.0,,252106.0,76000.0,,
2001-01-31,lewisham,22326.416666666668,,252291.83333333334,75916.66666666667,,
2001-02-28,lewisham,22295.833333333332,,252477.66666666666,75833.33333333333,,
2001-03-31,lewisham,22265.25,,252663.5,75750.0,,
2001-04-30,lewisham,22234.666666666668,,252849.33333333334,75666.66666666667,,
2001-05-31,lewisham,22204.083333333332,,253035.16666666666,75583.33333333333,,
2001-06-30,lewisham,22173.5,,253221.0,75500.0,,
2001-07-31,lewisham,22142.916666666668,,253406.83333333334,75416.66666666667,,
2001-08-31,lewisham,22112.333333333332,,253592.66666666666,75333.33333333333,,
2001-09-30,lewisham,22081.75,,253778.5,75250.0,,
2001-10-31,lewisham,22051.166666666668,,253964.33333333334,75166.66666666667,,
2001-11-30,lewisham,22020.583333333332,,254150.16666666666,75083.33333333333,,
2001-12-31,lewisham,21990.0,,254336.0,75000.0,3532.0,108964.0
2002-01-31,lewisham,22095.333333333332,,254279.83333333334,75333.33333333333,3532.0,109003.25
2002-02-28,lewisham,22200.666666666668,,254223.66666666666,75666.66666666667,3532.0,109042.5
2002-03-31,lewisham,22306.0,,254167.5,76000.0,3532.0,109081.75
2002-04-30,lewisham,22411.333333333332,,254111.33333333334,76333.33333333333,3532.0,109121.0
2002-05-31,lewisham,22516.666666666668,,254055.16666666666,76666.66666666667,3532.0,109160.25
2002-06-30,lewisham,22622.0,,253999.0,77000.0,3532.0,109199.5
2002-07-31,lewisham,22727.333333333332,,253942.83333333334,77333.33333333333,3532.0,109238.75
2002-08-31,lewisham,22832.666666666668,,253886.66666666666,77666.66666666667,3532.0,109278.0
2002-09-30,lewisham,22938.0,,253830.5,78000.0,3532.0,109317.25
2002-10-31,lewisham,23043.333333333332,,253774.33333333334,78333.33333333333,3532.0,109356.5
2002-11-30,lewisham,23148.666666666668,,253718.16666666666,78666.66666666667,3532.0,109395.75
2002-12-31,lewisham,23254.0,,253662.0,79000.0,3532.0,109435.0
2003-01-31,lewisham,23155.25,,253518.16666666666,79083.33333333333,3532.0,109460.91666666667
2003-02-28,lewisham,23056.5,,253374.33333333334,79166.66666666667,3532.0,109486.83333333333
2003-03-31,lewisham,22957.75,,253230.5,79250.0,3532.0,109512.75
2003-04-30,lewisham,22859.0,,253086.66666666666,79333.33333333333,3532.0,109538.66666666667
2003-05-31,lewisham,22760.25,,252942.83333333334,79416.66666666667,3532.0,109564.58333333333
2003-06-30,lewisham,22661.5,,252799.0,79500.0,3532.0,109590.5
2003-07-31,lewisham,22562.75,,252655.16666666666,79583.33333333333,3532.0,109616.41666666667
2003-08-31,lewisham,22464.0,,252511.33333333334,79666.66666666667,3532.0,109642.33333333333
2003-09-30,lewisham,22365.25,,252367.5,79750.0,3532.0,109668.25
2003-10-31,lewisham,22266.5,,252223.66666666666,79833.33333333333,3532.0,109694.16666666667
2003-11-30,lewisham,22167.75,,252079.83333333334,79916.66666666667,3532.0,109720.08333333333
2003-12-31,lewisham,22069.0,,251936.0,80000.0,3532.0,109746.0
2004-01-31,lewisham,22333.083333333332,,251979.25,79916.66666666667,3532.0,109834.5
2004-02-29,lewisham,22597.166666666668,,252022.5,79833.33333333333,3532.0,109923.0
